sequenceID,min.log.lambda,max.log.lambda
343_chr11,-0.98915122974155,inf
343_chr17,-1.40004924689254,inf
343_chr2,-2.43480567004153,inf
343_chr3,-2.21144746749249,inf
343_chr4,-1.63179468426408,inf
344_chr1,-0.802145355823033,inf
344_chr11,-2.56648930771549,inf
344_chr17,-0.723971707256246,inf
344_chr2,-2.23341476582168,inf
344_chr3,-1.16504882150063,inf
344_chr4,-1.38837544216492,inf
345_chr1,-0.913827248838223,inf
345_chr11,-2.55712769625617,inf
345_chr17,-0.60933931500466,inf
345_chr2,-1.74460559460698,inf
345_chr3,-1.15863016184235,inf
345_chr4,-1.14251571986086,inf
346_chr1,0.940786556949333,inf
346_chr11,-1.51353022117823,inf
346_chr17,-1.15805907446391,inf
346_chr2,-1.96122785541225,inf
346_chr3,-1.50921528299998,inf
346_chr4,-1.46140140097998,inf
347_chr1,-1.89210228814589,inf
347_chr11,-2.16910343174624,inf
347_chr17,-2.56079744879983,inf
347_chr2,-1.9002462148298,inf
347_chr3,-1.9151643483701,inf
347_chr4,-2.11884953813727,inf
348_chr1,-1.64502039758893,inf
348_chr11,-2.8539117909554,inf
348_chr17,-1.78953258094337,inf
348_chr2,-2.39005505009185,inf
348_chr3,-2.71003927080871,inf
348_chr4,-2.50868223130369,inf
349_chr1,-inf,2.19720125243908
349_chr11,-2.41555188083886,inf
349_chr17,-inf,0.544155230832596
349_chr2,-inf,0.438801731688207
349_chr3,-2.18209633347847,inf
349_chr4,-2.87180003605921,inf
34_chr1,-0.539115791906609,inf
34_chr11,-1.92477736704865,inf
34_chr17,-2.85362670743874,inf
34_chr2,-2.4501947297556,inf
34_chr3,-2.22373860592894,inf
34_chr4,-2.79647028371767,inf
350_chr1,-1.48868565088366,inf
350_chr11,-2.5435242017599,inf
350_chr17,-1.59360044832509,inf
350_chr2,-2.91744728760844,inf
350_chr3,-2.47012024205863,inf
350_chr4,-2.91721099495862,inf
351_chr1,-0.0088257018325319,inf
351_chr11,-2.45914399555061,inf
351_chr17,-2.52544208260919,inf
351_chr2,-inf,2.22591085583316
351_chr3,-2.41591035438539,inf
351_chr4,-2.33847253261779,inf
352_chr1,-1.34393281164021,inf
352_chr11,-inf,2.00334368533545
352_chr17,-inf,2.23221499933594
352_chr2,-1.50471414294151,inf
352_chr3,-inf,1.34157580427275
352_chr4,-2.12541162114514,inf
353_chr1,-0.475655586942817,inf
353_chr11,-3.27845894125333,inf
353_chr17,-2.88931538024345,inf
353_chr2,-1.07642718206041,inf
353_chr3,-2.58583184189472,inf
353_chr4,-1.43485629489272,inf
354_chr1,1.30280752706113,inf
354_chr11,-1.21278094803373,inf
354_chr17,-1.22710150707904,inf
354_chr2,-2.08299126365199,inf
354_chr3,-1.48736142303796,inf
354_chr4,-0.401033995962358,inf
355_chr1,-1.53483406798693,inf
355_chr11,-0.870480796642806,inf
355_chr17,-2.34156462251804,inf
355_chr2,-1.4745403935509,inf
355_chr3,-1.38741236056762,inf
355_chr4,-0.920005227875322,inf
356_chr1,-inf,3.19955714673349
356_chr11,-inf,1.44626930561125
356_chr17,-inf,0.849184619867067
356_chr2,-inf,3.850513214621
356_chr3,-2.2890097333366,inf
356_chr4,-0.561755623380721,inf
357_chr1,-0.276161867438585,inf
357_chr11,-0.742468378471888,inf
357_chr17,-0.455347141478402,inf
357_chr2,-1.97777493773698,inf
357_chr3,-0.441572849707249,inf
357_chr4,-1.96598406450503,inf
358_chr1,1.66513011777646,inf
358_chr11,-0.403344208301263,inf
358_chr17,-0.730945573058954,inf
358_chr2,-0.925760340622805,inf
358_chr3,-0.985140364150501,inf
358_chr4,-0.101569130314183,inf
359_chr1,-1.34755145845468,inf
359_chr11,-1.64698348960382,inf
359_chr17,-2.00361428553074,inf
359_chr2,-1.71015227099297,inf
359_chr3,-1.42602634081198,inf
359_chr4,-2.0379114752675,inf
35_chr1,-2.09969755253498,inf
35_chr11,-2.12495668268854,inf
35_chr17,-1.21113958606062,inf
35_chr2,-1.87818954840216,inf
35_chr3,-1.40375728498395,inf
35_chr4,-1.42715992809699,inf
360_chr1,-inf,2.50967666974027
360_chr11,-0.762583456270929,inf
360_chr17,-inf,1.70683665637606
360_chr2,-inf,2.66863285136556
360_chr3,-0.560845346084808,inf
360_chr4,-0.145984341737867,inf
361_chr1,-1.51063705003111,inf
361_chr11,-2.22932314391654,inf
361_chr17,-1.72228205877513,inf
361_chr2,-2.15972237934096,inf
361_chr3,-1.48244973584,inf
361_chr4,-0.670292246543966,inf
362_chr1,0.079379436115367,inf
362_chr11,-1.00999588993855,inf
362_chr17,-0.147702918397578,inf
362_chr2,-inf,2.16343129793418
362_chr3,-0.871369930810628,inf
362_chr4,-0.766311067744696,inf
363_chr1,-0.650694493914933,inf
363_chr11,-1.64538966474638,inf
363_chr17,-0.731101050648456,inf
363_chr2,-0.895719875043253,inf
363_chr3,-1.43320244064673,inf
363_chr4,-1.21506117279692,inf
364_chr1,-1.48583733636681,inf
364_chr11,-3.12451670042693,inf
364_chr17,-3.32312517587089,inf
364_chr2,-inf,0.166302698263776
364_chr3,-2.25994807288037,inf
364_chr4,-inf,-1.11544901249123
365_chr1,-1.03533623871002,inf
365_chr11,-2.85670280954255,inf
365_chr17,-3.0778198877521,inf
365_chr2,-2.26053010221082,inf
365_chr3,-2.66253921191746,inf
365_chr4,-1.39533337293904,inf
366_chr1,-2.38845368327415,inf
366_chr11,-3.27786960916479,inf
366_chr17,-3.17744971737926,inf
366_chr2,-3.74980307235441,inf
366_chr3,-3.83606322292774,inf
366_chr4,-1.29155350284912,inf
367_chr1,-1.26861017794004,inf
367_chr11,-2.74341781953057,inf
367_chr17,-2.03791928010001,inf
367_chr2,-1.68158503635301,inf
367_chr3,-1.69346200766447,inf
367_chr4,-2.03263735662961,inf
368_chr11,-inf,0.189724144781748
368_chr17,-inf,3.62529723495403
368_chr2,-inf,3.39299015513408
369_chr1,-inf,2.48302285316836
369_chr11,-1.61774431523087,inf
369_chr17,-1.76693836175262,inf
369_chr2,-1.82415508067329,inf
369_chr3,-1.29368904778903,inf
369_chr4,-1.77804784719082,inf
36_chr1,-0.27133603988598,inf
36_chr11,-2.34888818869611,inf
36_chr17,-2.3104836389614,inf
36_chr2,-2.75203144680906,inf
36_chr3,-3.14107859087424,inf
36_chr4,-2.50407593369593,inf
371_chr1,-inf,0.976004880088102
371_chr11,-1.4026171992824,inf
371_chr17,-inf,0.51266970626423
371_chr2,-1.95063827173357,inf
371_chr3,-1.7011798304125,inf
371_chr4,-0.750503734887166,inf
373_chr1,0.388066721395864,inf
373_chr11,-1.95362730148734,inf
373_chr17,-0.667821180234279,inf
373_chr2,-1.33171401061769,inf
373_chr3,-1.90496687462979,inf
373_chr4,-1.00876497987743,inf
375_chr1,-inf,2.70207229216594
375_chr17,-inf,1.08309495185255
375_chr2,-2.76940873939784,inf
375_chr3,-inf,2.09276195387322
375_chr4,-inf,1.33610714247327
376_chr1,-2.09524825690738,inf
376_chr11,-4.55987511084519,inf
376_chr17,-3.30723143972702,inf
376_chr2,-4.13119944292995,inf
376_chr3,-4.84246378943958,inf
376_chr4,-3.73877187633152,inf
377_chr1,-1.70979232404145,inf
377_chr11,-3.42568427774055,inf
377_chr17,-2.58673871648199,inf
377_chr2,-2.51782306085247,inf
377_chr3,-2.41812055640165,inf
377_chr4,-2.27144106372318,inf
378_chr1,-inf,2.87152329187417
378_chr11,-0.935226938384027,inf
378_chr17,-1.62358663036883,inf
378_chr2,-1.66463859499208,inf
378_chr3,-1.70503884656721,inf
378_chr4,-0.643819578648899,inf
379_chr1,-1.72612634404875,inf
379_chr11,-1.63741539870775,inf
379_chr17,-2.17829740423306,inf
379_chr2,-2.65437875741132,inf
379_chr3,-1.91475059729679,inf
379_chr4,-1.62459329932532,inf
37_chr1,-1.44575073252536,inf
37_chr11,-3.10112081213003,inf
37_chr17,-2.52839187533322,inf
37_chr2,-3.08462869251939,inf
37_chr3,-2.99670007671022,inf
37_chr4,-2.1554294265597,inf
380_chr1,-0.852954747198958,inf
380_chr11,-inf,0.384889632635563
380_chr17,-2.04851349118639,inf
380_chr2,-2.72567321788475,inf
380_chr3,-3.30063925444643,inf
380_chr4,-2.39730425044435,inf
381_chr1,-2.70502011628127,inf
381_chr11,-1.75649342832096,inf
381_chr17,-2.09464291450527,inf
381_chr2,-2.72063051107753,inf
381_chr3,-2.22960571904957,inf
381_chr4,-2.09378484909662,inf
382_chr1,-1.36056551265364,inf
382_chr11,-inf,0.448345521339981
382_chr17,-3.23963031255395,inf
382_chr2,-inf,0.956979838252439
382_chr3,-2.74228715259073,inf
382_chr4,-3.3269170423732,inf
383_chr1,-0.953785984444037,inf
383_chr11,-2.68449249176846,inf
383_chr17,-2.17023613591874,inf
383_chr2,-1.3959586014431,inf
383_chr3,-2.94316633807173,inf
383_chr4,-1.98055688196243,inf
384_chr1,-1.63702296077124,inf
384_chr11,-1.91201945704076,inf
384_chr17,-2.46622437524464,inf
384_chr2,-3.02006714789996,inf
384_chr3,-3.40677047172379,inf
384_chr4,-3.5943419898745,inf
385_chr1,-1.77957747110211,inf
385_chr11,-2.04040734224691,inf
385_chr17,-1.67925391294499,inf
385_chr2,-2.62477209290647,inf
385_chr3,-2.49355972323958,inf
385_chr4,-1.34562310255501,inf
386_chr1,-1.25875229204341,inf
386_chr11,-2.84874238807143,inf
386_chr17,-2.15020333512363,inf
386_chr2,-1.51863874286047,inf
386_chr3,-3.10073558676514,inf
386_chr4,-1.64469184792765,inf
387_chr1,-1.06246581963817,inf
387_chr11,-inf,2.24983264597448
387_chr17,-inf,1.48189563555712
387_chr2,-3.52509168695783,inf
387_chr3,-3.56135715777662,inf
387_chr4,-1.94845914392878,inf
388_chr1,-0.472853295840967,inf
388_chr11,-2.78224605511185,inf
388_chr17,-2.44281702144991,inf
388_chr2,-2.34856287826122,inf
388_chr3,-2.99805020096103,inf
388_chr4,-1.44684450626364,inf
389_chr1,-0.0057100626825022,inf
389_chr11,-3.09125767646741,inf
389_chr17,-2.254899294978,inf
389_chr2,-0.447049706942256,inf
389_chr3,-2.27231948132561,inf
389_chr4,-1.90507811267158,inf
38_chr1,-0.925521684710516,inf
38_chr17,-inf,1.05876416104887
38_chr2,-0.81724798260888,inf
38_chr3,-2.50682299270968,inf
38_chr4,-1.26993682049862,inf
390_chr1,-2.72173151240551,inf
390_chr11,-1.40167621642004,inf
390_chr17,-2.28394265633265,inf
390_chr2,-2.84279956452276,inf
390_chr3,-3.61987850069857,inf
390_chr4,-3.22836979535317,inf
391_chr1,-0.561735566781612,inf
391_chr11,-1.49133992414469,inf
391_chr17,-2.53263219458502,inf
391_chr2,-2.49652575842758,inf
391_chr3,-2.57255285994576,inf
391_chr4,-2.25883929057311,inf
392_chr1,-2.273188582047,inf
392_chr11,-2.38956591333797,inf
392_chr17,-2.12037417955232,inf
392_chr2,-1.58846584923044,inf
392_chr3,-2.04550599087435,inf
392_chr4,-1.99927902923086,inf
393_chr1,-0.8124178393199,inf
393_chr11,-3.09895237248155,inf
393_chr17,-3.53405460665686,inf
393_chr2,-3.67442930607017,inf
393_chr3,-3.02667018595389,inf
393_chr4,-2.8153261388051,inf
394_chr1,0.0552727564770375,inf
394_chr11,-2.56139659555815,inf
394_chr17,-1.81627604416101,inf
394_chr2,-1.96230017687139,inf
394_chr3,-2.27375154741051,inf
394_chr4,-1.54826612038103,inf
395_chr1,0.179372508734823,inf
395_chr11,-2.35596439628987,inf
395_chr17,-2.1786285491689,inf
395_chr2,-1.27068803603689,inf
395_chr3,-2.384292150274,inf
395_chr4,-0.938542796570672,inf
396_chr1,-0.369333576390853,inf
396_chr11,-2.661124070041,inf
396_chr17,-2.61316213610807,inf
396_chr2,-1.84723404005702,inf
396_chr3,-2.39172885134295,inf
396_chr4,-1.38780659471103,inf
397_chr1,-1.18570276470318,inf
397_chr11,-2.63934571774711,inf
397_chr17,-2.25835988700353,inf
397_chr2,-2.34612240431907,inf
397_chr3,-2.29401120591596,inf
397_chr4,-1.37847761169982,inf
398_chr1,-0.419600166931875,inf
398_chr11,-2.22321912290433,inf
398_chr17,-2.3303547013658,inf
398_chr2,-1.8721424817475,inf
398_chr3,-2.26903898501408,inf
398_chr4,-1.75958711701647,inf
399_chr1,-0.597545679664578,inf
399_chr11,-3.19609684215238,inf
399_chr17,-2.39576239940474,inf
399_chr2,-1.91529368257419,inf
399_chr3,-2.85712147925088,inf
399_chr4,-1.31007476619863,inf
39_chr1,-0.326021571684791,inf
39_chr11,-inf,1.91186286797501
39_chr17,-inf,2.30975129288786
39_chr2,-3.35525725095604,inf
39_chr3,-2.67715877651206,inf
39_chr4,-2.27272662419049,inf
400_chr1,-0.0553372377433566,inf
400_chr11,-inf,1.73444827163679
400_chr17,-inf,1.92101386371541
400_chr2,-inf,0.994666924921666
400_chr3,-2.08232138667628,inf
400_chr4,-inf,-0.164974895281607
401_chr1,-0.922305455130159,inf
401_chr11,-3.07935258212982,inf
401_chr17,-2.32320720756075,inf
401_chr2,-2.13577910050628,inf
401_chr3,-1.97849567409375,inf
401_chr4,-1.46791368548746,inf
402_chr1,-0.0736935975548828,inf
402_chr11,-2.26855992903021,inf
402_chr17,-1.27436298584525,inf
402_chr2,-1.22195336627547,inf
402_chr3,-2.41336164394033,inf
402_chr4,-0.606399198467256,inf
403_chr1,0.0034602684130246,inf
403_chr11,-2.28627541117055,inf
403_chr17,-3.55922740564541,inf
403_chr2,-2.4468650202418,inf
403_chr3,-2.1396861243985,inf
403_chr4,-1.683988250855,inf
405_chr1,-1.84014131281218,inf
405_chr11,-3.16505292969599,inf
405_chr17,-3.92074348825112,inf
405_chr2,-2.49187640508407,inf
405_chr3,-3.68893031661817,inf
405_chr4,-2.92271558140235,inf
406_chr1,-0.507840641977315,inf
406_chr11,-2.70060434112662,inf
406_chr17,-2.06917930883369,inf
406_chr2,-2.34220848617821,inf
406_chr3,-2.62481627974452,inf
406_chr4,-1.2549707974935,inf
407_chr1,-1.02211276461409,inf
407_chr11,-2.02355954803747,inf
407_chr17,-2.80579723446602,inf
407_chr2,-1.74633967653729,inf
407_chr3,-1.3373989209713,inf
407_chr4,-1.02618152413545,inf
408_chr1,-0.612477648044851,inf
408_chr11,-2.27394970197866,inf
408_chr17,-1.65204258390593,inf
408_chr2,-2.19962512943775,inf
408_chr3,-3.02953963183221,inf
408_chr4,-1.86406718284979,inf
409_chr1,0.21249970019632,inf
409_chr11,-1.7112130734044,inf
409_chr17,-1.40031110830228,inf
409_chr2,-1.86813212772763,inf
409_chr3,-1.4544193938371,inf
409_chr4,-0.993523250152834,inf
40_chr1,-inf,1.90094261928307
40_chr11,-inf,1.7705468942449
40_chr17,-0.840591005720736,inf
40_chr2,-inf,1.99500675934299
40_chr3,-0.862261475229558,inf
40_chr4,0.623074385890016,inf
410_chr1,-inf,3.23827395955089
410_chr11,-1.31660829551913,inf
410_chr17,-inf,1.58672200993284
410_chr2,-0.577109999881235,inf
410_chr3,-1.91788384027845,inf
410_chr4,-0.602551771497692,inf
411_chr1,-1.86581492838956,inf
411_chr11,-3.05166794272127,inf
411_chr17,-2.90614869225917,inf
411_chr2,-1.79396972403618,inf
411_chr3,-2.53474292983764,inf
411_chr4,-2.57109391823545,inf
412_chr1,-0.763431652431799,inf
412_chr11,-inf,2.27354433497276
412_chr17,-inf,1.79745063271481
412_chr2,-2.43905543569042,inf
412_chr3,-2.80634845545966,inf
412_chr4,-inf,0.702937955511538
413_chr1,-0.563619844855357,inf
413_chr11,-2.60578877570841,inf
413_chr17,-1.63661739440096,inf
413_chr2,-1.86222450832916,inf
413_chr3,-2.59514102581102,inf
413_chr4,-1.54144819570928,inf
414_chr1,-0.7807536099101,inf
414_chr11,-3.15554873803787,inf
414_chr17,-2.84393197796933,inf
414_chr2,-2.79423715949489,inf
414_chr3,-1.92413701996819,inf
414_chr4,-1.92527908231177,inf
415_chr1,0.794861714495842,inf
415_chr11,-1.72596030254236,inf
415_chr17,-1.87477809718304,inf
415_chr2,-1.01644371851248,inf
415_chr3,-1.8350340450282,inf
415_chr4,-1.39563730513927,inf
416_chr1,-0.1882992075528,inf
416_chr11,-2.54939344669241,inf
416_chr17,-0.983696302179051,inf
416_chr2,-2.37561922455394,inf
416_chr3,-3.10053676720373,inf
416_chr4,-1.45087656274417,inf
417_chr1,0.758976516770676,inf
417_chr11,-1.8404626498717,inf
417_chr17,-inf,-0.45479528434287
417_chr2,-1.34741657215281,inf
417_chr3,-1.27909272100608,inf
417_chr4,-inf,0.204337622036443
418_chr1,0.030185752083223,inf
418_chr11,-1.74012169318439,inf
418_chr17,-2.26868767040394,inf
418_chr2,-2.83216302467339,inf
418_chr3,-2.64429019758225,inf
418_chr4,-1.56400860934717,inf
419_chr1,0.827788228678722,inf
419_chr11,-inf,1.77063489820414
419_chr2,-inf,1.8242847058363
419_chr3,-2.54034228582256,inf
419_chr4,-inf,-0.581100249314618
41_chr1,-1.10205476777236,inf
41_chr11,-2.70711558325363,inf
41_chr17,-2.90636745840167,inf
41_chr2,-2.97724590799068,inf
41_chr3,-3.72089101089294,inf
41_chr4,-2.75466454008233,inf
420_chr1,-inf,1.35552154733429
420_chr11,-inf,1.76621842590257
420_chr17,-inf,0.939942467598602
420_chr2,-inf,1.5138654559515
420_chr3,-1.11116490497564,inf
420_chr4,-0.581606161201469,inf
421_chr1,0.633040927007324,inf
421_chr11,-1.74295727800194,inf
421_chr17,-inf,-1.97801351245962
421_chr2,-2.07252716426313,inf
421_chr3,-2.49395435211376,inf
421_chr4,-1.84564000638124,inf
422_chr1,0.43993299527194,inf
422_chr11,-2.02661286703271,inf
422_chr17,-0.282480161527389,inf
422_chr2,-1.3735742533933,inf
422_chr3,-2.3000598543264,inf
422_chr4,-1.42832270538235,inf
423_chr1,-0.0564051305197593,inf
423_chr11,-1.84002307905083,inf
423_chr17,-0.222523102673774,inf
423_chr2,-1.46593866384998,inf
423_chr3,-2.23213794547758,inf
423_chr4,-1.61576847837959,inf
424_chr1,-1.09074823349982,inf
424_chr11,-2.29113886425407,inf
424_chr17,-1.23199780827136,inf
424_chr2,-2.0714911288225,inf
424_chr3,-2.62881904138179,inf
424_chr4,-1.60558109198245,inf
425_chr1,-1.25543185351107,inf
425_chr11,-2.74610641180375,inf
425_chr17,-1.94581759289233,inf
425_chr2,-2.30352144111638,inf
425_chr3,-3.67382014657328,inf
425_chr4,-2.21991629957319,inf
427_chr1,-0.767608263858349,inf
427_chr11,-1.52855955746374,inf
427_chr17,-1.46923206413567,inf
427_chr2,-2.21972754312176,inf
427_chr3,-2.09779673913031,inf
427_chr4,-2.47968170703664,inf
428_chr1,-0.731630868796001,inf
428_chr11,-2.93477844032031,inf
428_chr17,-1.87362112666793,inf
428_chr2,-2.98780702745865,inf
428_chr3,-3.49902314888522,inf
428_chr4,-2.22531000846064,inf
429_chr1,-2.16683268153723,inf
429_chr11,-inf,0.970373053524545
429_chr17,-0.319885908685853,inf
429_chr2,-inf,0.510200092391425
429_chr3,-3.82636758877679,inf
429_chr4,-1.72861442291532,inf
42_chr1,-0.55627927669626,inf
42_chr11,-1.39347105042622,inf
42_chr17,-0.793180322236742,inf
42_chr2,-2.28024160743169,inf
42_chr3,-2.53051717348771,inf
42_chr4,-2.76480271396371,inf
430_chr1,-0.399449913960842,inf
430_chr11,-1.63166848026344,inf
430_chr17,-1.98128732146228,inf
430_chr2,-2.04298716430067,inf
430_chr3,-2.06720066085223,inf
430_chr4,-2.1942452137452,inf
431_chr1,-1.13764510099062,inf
431_chr11,-inf,1.99319875108661
431_chr17,-inf,1.62761752560732
431_chr2,-2.03836762743573,inf
431_chr3,-3.22609123986765,inf
431_chr4,-1.2237490516169,inf
432_chr1,-0.0061686348081905,inf
432_chr11,-1.92351673077139,inf
432_chr17,-0.960614564354381,inf
432_chr2,-2.14796487240594,inf
432_chr3,-2.96716930344039,inf
432_chr4,-1.5568101412448,inf
433_chr1,-2.26508805555958,inf
433_chr11,-2.78687928927435,inf
433_chr17,-1.5257744866854,inf
433_chr2,-inf,0.546145395448702
433_chr3,-3.48850529882765,inf
433_chr4,-2.5709435789636,inf
434_chr1,-2.21463945210458,inf
434_chr11,-3.35909166669376,inf
434_chr17,-1.12916440253832,inf
434_chr2,-2.0823521707044,inf
434_chr3,-3.76067930003531,inf
434_chr4,-2.40243811635848,inf
435_chr1,-0.528013735027211,inf
435_chr11,-2.1797994264516,inf
435_chr17,-1.05976257745126,inf
435_chr2,-2.26031293367463,inf
435_chr3,-3.14147394582401,inf
435_chr4,-1.93155822223567,inf
436_chr1,-0.0748579790289252,inf
436_chr11,-2.07354325621692,inf
436_chr17,-1.73578823442715,inf
436_chr2,-3.01250032502147,inf
436_chr3,-2.97478564126038,inf
436_chr4,-1.77958644901218,inf
437_chr1,-0.0553032744208571,inf
437_chr11,-1.83509916248891,inf
437_chr17,-1.68055850519709,inf
437_chr2,-2.62327268283955,inf
437_chr3,-2.4776963767686,inf
437_chr4,-2.67857911950768,inf
438_chr1,0.010026204591206,inf
438_chr11,-1.94761704311355,inf
438_chr17,-1.54368637559701,inf
438_chr2,-2.40889476283102,inf
438_chr3,-2.68197216284963,inf
438_chr4,-1.41824008582508,inf
439_chr1,-0.258470283066446,inf
439_chr11,-1.5159479006665,inf
439_chr17,-1.61480324269646,inf
439_chr2,-2.26063913936449,inf
439_chr3,-2.9631008597909,inf
439_chr4,-2.05953286604996,inf
43_chr1,-1.67279121550302,inf
43_chr11,-2.2087568020603,inf
43_chr17,-0.616292230650462,inf
43_chr2,-2.52787586733155,inf
43_chr3,-2.08154451912912,inf
43_chr4,-2.16668094546633,inf
440_chr1,-1.90271518225579,inf
440_chr11,-2.24921703226285,inf
440_chr17,-inf,-0.376428162230814
440_chr2,-2.71467977201805,inf
440_chr3,-inf,-0.166103224217232
440_chr4,-2.04598317068546,inf
441_chr1,-0.974689995066548,inf
441_chr17,-inf,-0.0686126001770292
441_chr2,-2.0841191805822,inf
441_chr3,-3.25564869614153,inf
441_chr4,-2.70564525259731,inf
442_chr1,0.111849491953646,inf
442_chr11,-2.04713302859274,inf
442_chr17,-2.0669579129301,inf
442_chr2,-3.14842586867455,inf
442_chr3,-2.5528178870532,inf
442_chr4,-1.51162605302852,inf
443_chr1,-0.210067986415438,inf
443_chr11,-2.4157704004582,inf
443_chr17,-1.5256243262566,inf
443_chr2,-2.93673894578525,inf
443_chr3,-1.66677047605992,inf
443_chr4,-1.55238792222798,inf
444_chr1,-0.648188496228338,inf
444_chr11,-1.79793864049561,inf
444_chr17,-1.20418970411444,inf
444_chr2,-2.20441082721127,inf
444_chr3,-3.40517845064059,inf
444_chr4,-1.13285779493038,inf
445_chr1,-inf,1.47296831055313
445_chr11,-0.615338409643591,inf
445_chr17,-0.0254593874196048,inf
445_chr2,-0.0458627321630986,inf
445_chr3,-0.971420186410365,inf
445_chr4,-0.230162364694721,inf
446_chr1,-inf,1.54410433383992
446_chr11,-inf,1.88843379911608
446_chr17,-inf,1.00792199801316
446_chr2,-inf,1.72774653372869
446_chr3,-inf,0.837515831764226
446_chr4,-2.09264802983575,inf
447_chr1,0.617821483252273,inf
447_chr11,-1.61615572631572,inf
447_chr17,-1.16233292474596,inf
447_chr2,-1.34000820758299,inf
447_chr3,-1.41910034207155,inf
447_chr4,-1.16713638110177,inf
448_chr1,0.20913821884991,inf
448_chr11,-1.36056694534469,inf
448_chr17,-1.65062422198526,inf
448_chr2,-3.14698378261289,inf
448_chr3,-1.95727524771963,inf
448_chr4,-2.28147674139336,inf
449_chr1,0.819075122124338,inf
449_chr11,-1.47710423274203,inf
449_chr17,-1.21303974230099,inf
449_chr2,-1.37796233910024,inf
449_chr3,-1.71588157954113,inf
449_chr4,-0.601162407556337,inf
44_chr1,-inf,0.413580565802752
44_chr11,-inf,3.78431450236119
44_chr17,-inf,2.73402444243278
44_chr2,-0.972854138637188,inf
44_chr3,-3.39452617670397,inf
44_chr4,-1.53288526485324,inf
450_chr1,-0.25901839639424,inf
450_chr11,-3.00927004090911,inf
450_chr17,-1.79693605254919,inf
450_chr2,-2.28693181159281,inf
450_chr3,-2.27805512792865,inf
450_chr4,-2.18841568439601,inf
451_chr1,1.05001881053546,inf
451_chr11,-1.35506657054564,inf
451_chr17,-1.71421566758909,inf
451_chr2,-2.4273277177102,inf
451_chr3,-1.94581583958092,inf
451_chr4,-0.668746461027494,inf
452_chr1,-0.196173038823722,inf
452_chr11,-2.65201462973983,inf
452_chr17,-1.05847059032077,inf
452_chr2,-1.99007987779558,inf
452_chr3,-2.05510074159948,inf
452_chr4,-1.93846044550407,inf
453_chr1,-1.97337071392059,inf
453_chr11,-2.81425138683429,inf
453_chr17,-1.72291432233242,inf
453_chr2,-2.47625400063953,inf
453_chr3,-1.75514973099006,inf
453_chr4,-3.15669981716926,inf
454_chr1,-2.51371372949145,inf
454_chr11,-2.77420787579013,inf
454_chr17,-0.80155808141754,inf
454_chr2,-inf,0.855352206984483
454_chr3,-2.15393465210737,inf
454_chr4,-2.85054313338215,inf
455_chr1,-1.09815632702758,inf
455_chr11,-2.51097943374879,inf
455_chr17,-4.02102949830783,inf
455_chr2,-3.16489196197136,inf
455_chr3,-3.31142025405178,inf
455_chr4,-2.53044395230388,inf
456_chr1,-1.56207276239247,inf
456_chr11,-3.06948567327736,inf
456_chr17,-2.87052989690816,inf
456_chr2,-3.65130823976162,inf
456_chr3,-3.12934021744782,inf
456_chr4,-2.71346964303628,inf
457_chr1,-0.352630356773511,inf
457_chr11,-2.79015590364577,inf
457_chr17,-inf,0.500725221155706
457_chr2,-4.04299540290081,inf
457_chr3,-3.06548569681306,inf
457_chr4,-1.52751682541601,inf
458_chr1,-2.87981269017618,inf
458_chr11,-3.37154855995312,inf
458_chr17,-1.45347694135339,inf
458_chr2,-2.58993975044866,inf
458_chr3,-3.06637324537104,inf
458_chr4,-3.46530736535015,inf
459_chr1,-1.80409782684939,inf
459_chr11,-3.8691941376687,inf
459_chr17,-0.740485125525456,inf
459_chr2,-3.50894436165807,inf
459_chr3,-2.35050059320539,inf
459_chr4,-3.00624509263531,inf
45_chr1,-0.52107219556413,inf
45_chr11,-2.34728152976586,inf
45_chr17,-2.82998766093003,inf
45_chr2,-3.1492566771277,inf
45_chr3,-4.00923409312828,inf
45_chr4,-2.5484566632,inf
460_chr1,-0.573802744683536,inf
460_chr11,-1.9856256388227,inf
460_chr17,-1.49668446186765,inf
460_chr2,-2.43354740614358,inf
460_chr3,-2.29142139942271,inf
460_chr4,-1.32030815430846,inf
462_chr1,-2.22934567502343,inf
462_chr11,-3.49675750445265,inf
462_chr17,-1.27257742990175,inf
462_chr2,-3.16469823583837,inf
462_chr3,-3.48561339680937,inf
462_chr4,-1.8274557175267,inf
463_chr1,-1.29826049113663,inf
463_chr11,-3.0009154539138,inf
463_chr17,-1.27787961236621,inf
463_chr2,-4.2279840181846,inf
463_chr3,-2.35027564451375,inf
463_chr4,-2.52518461585691,inf
464_chr1,-inf,0.500988807684067
464_chr11,-4.06346888163245,inf
464_chr17,-1.00558253201861,inf
464_chr2,-inf,0.903968896535222
464_chr3,-1.9150788789529,inf
464_chr4,-1.79739562574836,inf
465_chr1,-3.10455390605835,inf
465_chr11,-3.44105932121972,inf
465_chr17,-1.17364941569893,inf
465_chr2,-3.75775584278565,inf
465_chr3,-4.06130048591666,inf
465_chr4,-2.70507317280987,inf
466_chr1,-0.39922802440822,inf
466_chr11,-2.72621449565421,inf
466_chr17,-2.47873158540138,inf
466_chr2,-4.13619001920189,inf
466_chr3,-2.96103086990748,inf
466_chr4,-1.30446510843435,inf
468_chr1,-0.706516831387935,inf
468_chr11,-2.87631952478106,inf
468_chr17,-2.12307223048309,inf
468_chr2,-3.77321597983961,inf
468_chr3,-3.49586854561412,inf
